method,mean,std,is_stat,seed,rank,col,dataset,rand_seed
para,0.82825,0.017394323786798956,True,5,1,10,ag_news_orig,0
cont,0.8082500000000001,0.009555757426808194,True,5,2,15,ag_news_orig,0
para,0.851,0.006344288770224748,True,10,1,10,ag_news_orig,0
cont,0.8377500000000001,0.010691702390171557,True,10,2,5,ag_news_orig,0
para,0.86625,0.005728219618694799,False,20,1,15,ag_news_orig,0
cont,0.8574999999999999,0.010062305898749065,False,20,2,15,ag_news_orig,0
para,0.8435,0.005024937810560429,True,30,2,10,ag_news_orig,0
cont,0.852,0.012389511693363874,True,30,1,15,ag_news_orig,0
para,0.8574999999999999,0.005916079783099617,False,40,2,10,ag_news_orig,0
cont,0.8605,0.004974937185533102,False,40,1,15,ag_news_orig,0
para,0.8644999999999999,0.005894913061275796,False,50,2,10,ag_news_orig,0
cont,0.86975,0.011908505363814539,False,50,1,15,ag_news_orig,0
para,0.8717500000000001,0.005367727638395967,False,100,1,5,ag_news_orig,0
cont,0.869,0.008674675786448727,False,100,2,15,ag_news_orig,0
para,0.572085048010974,0.02352665820337621,False,5,2,15,20_news_orig,0
cont,0.5752143347050754,0.020930801384694983,False,5,1,15,20_news_orig,0
para,0.6483710562414265,0.01045814209637896,True,10,1,10,20_news_orig,0
cont,0.6260116598079561,0.00762422500104853,True,10,2,15,20_news_orig,0
para,0.6901577503429355,0.006748623544025394,True,20,1,10,20_news_orig,0
cont,0.6724365569272976,0.012092614382234643,True,20,2,15,20_news_orig,0
para,0.7327503429355281,0.004883189989390276,True,30,1,10,20_news_orig,0
cont,0.7115312071330591,0.007383678469746878,True,30,2,2,20_news_orig,0
para,0.7385202331961591,0.005485688990487367,True,40,1,10,20_news_orig,0
cont,0.7206704389574761,0.011544088704526717,True,40,2,5,20_news_orig,0
para,0.7495799039780522,0.005105659626967005,True,50,1,5,20_news_orig,0
cont,0.7377829218106996,0.0077434593552655855,True,50,2,15,20_news_orig,0
para,0.7547325102880659,0.006045278345047349,False,100,1,1,20_news_orig,0
cont,0.7512602880658437,0.007908833284136019,False,100,2,1,20_news_orig,0
para,0.9257467994310099,0.01634051832805051,True,5,1,15,atis_orig,0
cont,0.8122332859174964,0.06871305720426056,True,5,2,2,atis_orig,0
para,0.9155049783999999,0.006524805047183171,True,10,1,15,atis_orig,0
cont,0.8647226173541963,0.037253914243915914,True,10,2,5,atis_orig,0
para,0.9523470839260313,0.008866254362587454,True,20,1,10,atis_orig,0
cont,0.9143669985775247,0.01530466874118092,True,20,2,5,atis_orig,0
para,0.9708392603129445,0.010143554188339688,True,25,1,2,atis_orig,0
cont,0.9301564722617355,0.014679088488361613,True,25,2,1,atis_orig,0
para,0.7411552996220984,0.03749675715871018,True,5,1,10,fb_orig,0
cont,0.6916681662767681,0.020785367218782873,True,5,2,10,fb_orig,0
para,0.8578189670685623,0.023807809969407945,False,10,1,15,fb_orig,0
cont,0.8277127946733849,0.016431452813883442,False,10,2,10,fb_orig,0
para,0.9097894547417671,0.010004184809529217,True,20,1,15,fb_orig,0
cont,0.8676444124527624,0.007108151880511086,True,20,2,10,fb_orig,0
para,0.926974986503509,0.004471248905374667,True,30,1,5,fb_orig,0
