method,mean,std,is_stat,seed,rank,col,dataset,rand_seed
swap,0.8262499999999999,0.005505678886386314,True,5,1,15,ag_news_orig,0
cont_ins,0.819,0.005612486080160904,True,5,2,15,ag_news_orig,0
swap,0.845,0.004472135954999577,True,10,1,10,ag_news_orig,0
cont_ins,0.8400000000000001,0.002236067977499804,True,10,2,15,ag_news_orig,0
swap,0.84825,0.002250000000000005,True,20,1,5,ag_news_orig,0
cont_ins,0.8397500000000001,0.00394493345951487,True,20,2,5,ag_news_orig,0
swap,0.8467499999999999,0.005482928049865331,False,30,1,15,ag_news_orig,0
cont_ins,0.8414999999999999,0.006144102863722254,False,30,2,10,ag_news_orig,0
swap,0.8567500000000001,0.0037165171868296302,True,40,1,15,ag_news_orig,0
cont_ins,0.8465,0.0032015621187164254,True,40,2,15,ag_news_orig,0
swap,0.8655000000000002,0.005567764362830024,True,50,1,10,ag_news_orig,0
cont_ins,0.858,0.003840572873934296,True,50,2,15,ag_news_orig,0
swap,0.8709999999999999,0.003570714214271399,True,100,1,2,ag_news_orig,0
cont_ins,0.86425,0.0025124689052802135,True,100,2,15,ag_news_orig,0
swap,0.5927812071330589,0.007923387897554271,True,5,2,1,20_news_orig,0
cont_ins,0.6141632373113854,0.003727836961149304,True,5,1,15,20_news_orig,0
swap,0.644238683127572,0.004902029167555297,True,10,2,1,20_news_orig,0
cont_ins,0.6647119341563785,0.0045343093223203365,True,10,1,5,20_news_orig,0
swap,0.6726680384087792,0.003106596524690228,True,20,2,1,20_news_orig,0
cont_ins,0.7008316186556927,0.003553201410919211,True,20,1,5,20_news_orig,0
swap,0.7101423182441702,0.0018906021980215437,True,30,2,1,20_news_orig,0
cont_ins,0.7356567215363511,0.0024910229867050543,True,30,1,5,20_news_orig,0
swap,0.7230024005486968,0.0026927673488164176,True,40,2,1,20_news_orig,0
cont_ins,0.7460733882030179,0.0033512627677919748,True,40,1,2,20_news_orig,0
swap,0.7361454046639232,0.0032252808387358296,True,50,2,1,20_news_orig,0
cont_ins,0.7563185871056242,0.00214199202709552,True,50,1,5,20_news_orig,0
swap,0.7405606995884775,0.0036680577902281977,True,100,2,1,20_news_orig,0
cont_ins,0.7691872427983538,0.0010816069127510424,True,100,1,2,20_news_orig,0
swap,0.9108108108108108,0.012220874315074412,True,5,2,15,atis_orig,0
cont_ins,0.9305832147937412,0.0029012913306359425,True,5,1,15,atis_orig,0
swap,0.9226173541963016,0.009045868048696785,True,10,2,5,atis_orig,0
