method,mean,std,is_stat,seed,rank,col,dataset,rand_seed
para,0.8322499999999999,0.005528336096874006,True,5,1,10,ag_news_orig,0
comb,0.8240000000000001,0.003741657386773943,True,5,2,15,ag_news_orig,0
para,0.8532500000000001,0.004879805323985788,True,10,1,15,ag_news_orig,0
comb,0.843,0.002692582403567269,True,10,2,15,ag_news_orig,0
para,0.844,0.003741657386773958,False,20,1,5,ag_news_orig,0
comb,0.8424999999999999,0.005916079783099635,False,20,2,5,ag_news_orig,0
para,0.8397500000000001,0.003436931771216874,False,30,1,10,ag_news_orig,0
comb,0.8385,0.002783882181415005,False,30,2,15,ag_news_orig,0
para,0.8522500000000001,0.0039449334595148735,True,40,1,10,ag_news_orig,0
comb,0.845,0.005361902647381824,True,40,2,5,ag_news_orig,0
para,0.8627499999999999,0.006656763477847179,True,50,1,5,ag_news_orig,0
comb,0.8530000000000001,0.004582575694955847,True,50,2,5,ag_news_orig,0
para,0.8735000000000002,0.0037416573867739195,False,100,1,2,ag_news_orig,0
comb,0.868,0.006204836822995407,False,100,2,15,ag_news_orig,0
para,0.6125384087000001,0.005098365910990887,False,5,2,10,20_news_orig,0
comb,0.6177726337448559,0.00695492042052346,False,5,1,5,20_news_orig,0
para,0.6583301099,0.003488235646780835,False,10,2,10,20_news_orig,0
comb,0.6605709876543211,0.0042183248100832625,False,10,1,10,20_news_orig,0
para,0.6947910836,0.004285210722091001,False,20,1,1,20_news_orig,0
comb,0.6946759259259259,0.0029654629759688395,False,20,2,2,20_news_orig,0
para,0.7246875857,0.00270035900028534,True,30,2,1,20_news_orig,0
comb,0.7369255829903978,0.003929053891633144,True,30,1,1,20_news_orig,0
para,0.7359881343,0.00650568720224978,True,40,2,1,20_news_orig,0
comb,0.7491426611796983,0.002581429961368823,True,40,1,5,20_news_orig,0
para,0.741047874,0.00408084468982194,True,50,2,1,20_news_orig,0
comb,0.7568415637860083,0.0015383439518077296,True,50,1,5,20_news_orig,0
para,0.7456532923,0.0090842737051497,True,100,2,2,20_news_orig,0
comb,0.7676183127572017,0.0013578742157283564,True,100,1,2,20_news_orig,0
para,0.9453769559032719,0.0026382982917483805,True,5,1,15,atis_orig,0
comb,0.9186344238975819,0.005199336239686201,True,5,2,15,atis_orig,0
para,0.9435277382645804,0.0037662026443453208,False,10,1,5,atis_orig,0
comb,0.9428165007112377,0.005718279158532519,False,10,2,15,atis_orig,0
para,0.9642958748221906,0.004737077042772849,False,20,1,10,atis_orig,0
comb,0.962873399715505,0.004863533711885849,False,20,2,15,atis_orig,0
para,0.9786628733997155,0.0045430211728794715,True,25,2,10,atis_orig,0
comb,0.9877667140825036,0.001584001241203397,True,25,1,15,atis_orig,0
para,0.780025193449703,0.009817004391667983,False,5,2,15,fb_orig,0
comb,0.7815547957531042,0.010598755347987137,False,5,1,15,fb_orig,0
para,0.8957171135504769,0.003551284430242128,False,10,1,15,fb_orig,0
comb,0.8946733849199207,0.002823660296695843,False,10,2,15,fb_orig,0
para,0.9184631996,0.0011563308142141097,True,20,2,15,fb_orig,0
comb,0.9221702357387078,0.001043883751108384,True,20,1,15,fb_orig,0
para,0.9296561094,0.0015090054783310199,True,30,2,15,fb_orig,0
comb,0.9345150260932158,0.0014805458464694221,True,30,1,15,fb_orig,0
para,0.9282886449000001,0.0007645363206364471,True,40,2,15,fb_orig,0
comb,0.9322836062623718,0.0008248455379785027,True,40,1,15,fb_orig,0
para,0.9354867735000001,0.0011943525938491926,True,50,2,15,fb_orig,0
comb,0.9374122728090697,0.0009882692256790648,True,50,1,15,fb_orig,0
para,0.32864253393665155,0.0061779207022618545,True,5,1,5,sst_orig,0
comb,0.30665158371040724,0.004927973675974169,True,5,2,15,sst_orig,0
para,0.3426244343891403,0.005762084119359856,False,10,1,5,sst_orig,0
comb,0.33764705882352947,0.006493803873632664,False,10,2,2,sst_orig,0
para,0.3691402714932126,0.003067592987634097,False,20,2,10,sst_orig,0
comb,0.3713574660633484,0.004596937671700015,False,20,1,5,sst_orig,0
para,0.3771945701357466,0.006088285318209652,False,30,2,5,sst_orig,0
comb,0.37959276018099547,0.005642336173494777,False,30,1,5,sst_orig,0
para,0.38542986425339365,0.0056905737275158175,True,40,2,10,sst_orig,0
comb,0.4019004524886878,0.005209715100316497,True,40,1,10,sst_orig,0
para,0.38977375565610856,0.0058376301983240194,True,50,2,5,sst_orig,0
comb,0.400814479638009,0.005592584454472534,True,50,1,5,sst_orig,0
para,0.39122171945701356,0.0051241222323591355,False,100,2,2,sst_orig,0
comb,0.39393665158371033,0.003877698694231387,False,100,1,5,sst_orig,0
para,0.2991003958258366,0.0064602554444669405,True,5,1,15,yelp_orig,0
comb,0.2539330694494422,0.006697480032497346,True,5,2,5,yelp_orig,0
para,0.3716372795969773,0.00268326093840118,False,10,1,15,yelp_orig,0
comb,0.3675782655631522,0.006689591167021645,False,10,2,10,yelp_orig,0
para,0.3987837351565311,0.006262605684904212,False,20,1,5,yelp_orig,0
comb,0.39499100395825837,0.006416266572568506,False,20,2,5,yelp_orig,0
para,0.42829794890248285,0.008904364823082246,True,30,2,1,yelp_orig,0
comb,0.4423029866858582,0.008836046835983548,True,30,1,1,yelp_orig,0
para,0.43501259445843826,0.006920663740653535,True,40,2,5,yelp_orig,0
comb,0.45660309463835913,0.004166245546034504,True,40,1,5,yelp_orig,0
para,0.45174523209787687,0.004517525183026538,True,50,2,10,yelp_orig,0
comb,0.47453760345448004,0.003948832376445064,True,50,1,2,yelp_orig,0
para,0.48793091039942427,0.0020850457243303915,True,100,2,10,yelp_orig,0
comb,0.5044620367038503,0.0027642305379069624,True,100,1,2,yelp_orig,0
para,0.78825,0.007335700375560613,True,5,1,2,ag_news_orig,1
comb,0.777,0.0056789083458002754,True,5,2,1,ag_news_orig,1
para,0.82,0.0029580398915498105,False,10,2,2,ag_news_orig,1
comb,0.82225,0.004930770730828999,False,10,1,15,ag_news_orig,1
para,0.85075,0.0044791182167922446,True,20,1,10,ag_news_orig,1
comb,0.8472500000000001,0.0026100766272276438,True,20,2,5,ag_news_orig,1
para,0.8455,0.004301162633521307,False,30,1,5,ag_news_orig,1
comb,0.84475,0.007454025757937804,False,30,2,2,ag_news_orig,1
para,0.8530000000000001,0.003122498999199206,False,40,1,2,ag_news_orig,1
comb,0.85025,0.004534589286804264,False,40,2,15,ag_news_orig,1
para,0.8547499999999999,0.0037831864876053823,False,50,1,1,ag_news_orig,1
comb,0.851,0.00449999999999999,False,50,2,15,ag_news_orig,1
para,0.87325,0.0022499999999999842,True,100,1,2,ag_news_orig,1
comb,0.86625,0.002304886114323221,True,100,2,15,ag_news_orig,1
para,0.5903906033999999,0.004763175345866285,True,5,2,5,20_news_orig,1
comb,0.5974965706447187,0.0053688580438790426,True,5,1,10,20_news_orig,1
para,0.6689900548696845,0.003495051876673505,False,10,1,5,20_news_orig,1
comb,0.6682870370370371,0.003085097739274409,False,10,2,2,20_news_orig,1
