method,mean,std,is_stat,seed,rank,col,dataset,rand_seed
ins,0.81975,0.005297405025104256,True,5,1,5,ag_news_orig,0
clean,0.6769999999999999,0.09071796955399741,True,5,2,0,ag_news_orig,0
ins,0.83775,0.004534589286804247,True,10,1,10,ag_news_orig,0
clean,0.8087500000000001,0.0128086884574495,True,10,2,0,ag_news_orig,0
ins,0.8412499999999999,0.003010398644698079,True,20,1,10,ag_news_orig,0
clean,0.818,0.010885770528538612,True,20,2,0,ag_news_orig,0
ins,0.84275,0.005857687256929995,True,30,1,5,ag_news_orig,0
clean,0.8077500000000001,0.009249999999999998,True,30,2,0,ag_news_orig,0
ins,0.8602500000000001,0.003783186487605393,True,40,1,15,ag_news_orig,0
clean,0.808,0.00849999999999999,True,40,2,0,ag_news_orig,0
ins,0.85975,0.0032500000000000094,True,50,1,5,ag_news_orig,0
clean,0.812,0.01160818676624389,True,50,2,0,ag_news_orig,0
ins,0.8720000000000001,0.0049749371855330946,True,100,1,15,ag_news_orig,0
clean,0.8572500000000002,0.006466258578188783,True,100,2,0,ag_news_orig,0
ins,0.6049468449931414,0.009423198922011348,True,5,1,2,20_news_orig,0
clean,0.38192729766803835,0.06473781043798627,True,5,2,0,20_news_orig,0
ins,0.6570558984910837,0.003534992082651296,True,10,1,5,20_news_orig,0
clean,0.4746399176954732,0.025507747677207163,True,10,2,0,20_news_orig,0
ins,0.6863340192043895,0.0034248942177630796,True,20,1,15,20_news_orig,0
clean,0.5709962277091906,0.019194606148118378,True,20,2,0,20_news_orig,0
ins,0.7254115226337449,0.0025400389831469606,True,30,1,5,20_news_orig,0
clean,0.66394890260631,0.014911241863580884,True,30,2,0,20_news_orig,0
ins,0.7300068587105624,0.0025913198805256124,True,40,1,1,20_news_orig,0
clean,0.6434670781893004,0.008969108161985564,True,40,2,0,20_news_orig,0
ins,0.7450360082304527,0.0018465454189208173,True,50,1,2,20_news_orig,0
clean,0.6496742112482854,0.012615926452421067,True,50,2,0,20_news_orig,0
ins,0.7505572702331962,0.0025323443586373826,True,100,1,1,20_news_orig,0
clean,0.7383916323731139,0.0034713647775314782,True,100,2,0,20_news_orig,0
ins,0.9304409672830726,0.00677582097514346,True,5,1,15,atis_orig,0
clean,0.8566145092460882,0.05418416623207755,True,5,2,0,atis_orig,0
ins,0.9352773826458035,0.006679577173185714,True,10,1,15,atis_orig,0
clean,0.9118065433854909,0.009626699468386152,True,10,2,0,atis_orig,0
ins,0.9489331436699857,0.0031455681916779036,True,20,1,1,atis_orig,0
clean,0.9091038406827879,0.006952688142162097,True,20,2,0,atis_orig,0
ins,0.9852062588904694,0.0014506456653179537,True,25,1,15,atis_orig,0
clean,0.94950213371266,0.005734180475319012,True,25,2,0,atis_orig,0
ins,0.7495411193089797,0.016304555498194918,True,5,1,15,fb_orig,0
clean,0.24592405974446643,0.11810537014149086,True,5,2,0,fb_orig,0
ins,0.8898866294763362,0.004267168409079931,True,10,1,15,fb_orig,0
