res_orig,res_swap_llm,res_back,res_cont,res_cont_ins,res_spell,res_rand,res_w2v,res_ins_llm,res_spell_llm,res_rand_llm,res_para_llm
0.9672830725462305,0.8209366391184573,0.9262295081967213,0.8039529914529915,0.948239060832444,0.8363047001620746,0.8764861294583883,0.8017103153393907,0.9402985074626866,0.673036093418259,0.9015471167369902,0.9509536784741145
0.9871977240398293,0.8732782369146006,0.9426229508196722,0.8221153846153846,0.9615795090715048,0.8951917882225824,0.9180977542932629,0.8492784607161945,0.9552238805970149,0.7664543524416136,0.9409282700421941,0.952316076294278
0.9829302987197724,0.8484848484848485,0.9672131147540983,0.8215811965811965,0.9802561366061899,0.9016747703943814,0.9134742404227213,0.82896846606093,0.9769335142469471,0.7091295116772823,0.9493670886075949,0.9659400544959128
0.9544807965860598,0.8388429752066116,0.9344262295081968,0.8066239316239316,0.9706510138740662,0.8616963803349541,0.8883751651254954,0.7835382148583645,0.9592944369063772,0.5902335456475584,0.919831223628692,0.9495912806539509
0.9431009957325747,0.8305785123966942,0.9590163934426229,0.8066239316239316,0.9690501600853789,0.8897893030794165,0.9557463672391017,0.8188134687332977,0.9552238805970149,0.7091295116772823,0.9282700421940928,0.952316076294278
0.9615931721194879,0.7506887052341598,0.9262295081967213,0.7612179487179487,0.9477054429028815,0.8314424635332253,0.8527080581241744,0.772314270443613,0.9389416553595658,0.6751592356687898,0.9057665260196905,0.9359673024523161
0.9601706970128022,0.849862258953168,0.9344262295081968,0.8108974358974359,0.9589114194236926,0.8557536466774717,0.8593130779392338,0.8070550507749866,0.9389416553595658,0.692144373673036,0.9170182841068917,0.9455040871934605
0.9829302987197724,0.8457300275482094,0.9344262295081968,0.8018162393162394,0.9535752401280683,0.8514316585629389,0.8751651254953765,0.7819347942276857,0.9620081411126187,0.7112526539278131,0.9127988748241913,0.9277929155313351
0.9615931721194879,0.7878787878787878,0.9508196721311475,0.8103632478632479,0.9391675560298826,0.8417071853052404,0.8910171730515192,0.8006413682522715,0.9497964721845319,0.7537154989384289,0.909985935302391,0.9019073569482289
0.9857752489331437,0.8732782369146006,0.9672131147540983,0.811965811965812,0.9786552828175027,0.9065370070232307,0.9550858652575958,0.8450026723677178,0.9701492537313433,0.7791932059447984,0.9353023909985936,0.9659400544959128
