res_orig,res_swap_llm,res_back,res_cont,res_cont_ins,res_spell,res_rand,res_w2v,res_ins_llm,res_spell_llm,res_rand_llm,res_para_llm
0.8790896159317212,0.8250688705234159,0.9016393442622951,0.8087606837606838,0.9215581643543223,0.8638573743922204,0.9227212681638045,0.8075895243185462,0.926729986431479,0.7303609341825902,0.8959212376933896,0.8841961852861036
0.8918918918918919,0.8347107438016529,0.9098360655737705,0.8125,0.928495197438634,0.8622366288492707,0.9108322324966975,0.8188134687332977,0.921302578018996,0.6794055201698513,0.9029535864978903,0.8869209809264306
0.8662873399715505,0.8319559228650137,0.9180327868852459,0.8108974358974359,0.928495197438634,0.8562938951917882,0.9240422721268163,0.78941742383752,0.9090909090909091,0.721868365180467,0.9057665260196905,0.8773841961852861
0.8947368421052632,0.8305785123966942,0.9180327868852459,0.8103632478632479,0.932230522945571,0.8773635872501351,0.9233817701453104,0.8241582041688936,0.9308005427408412,0.7834394904458599,0.90014064697609,0.8814713896457765
0.8435277382645804,0.8278236914600551,0.8934426229508197,0.7948717948717948,0.9210245464247598,0.8584548892490546,0.9260237780713342,0.7867450561197221,0.9104477611940298,0.7282377919320594,0.8846694796061885,0.8487738419618529
0.8605974395448079,0.8085399449035813,0.9016393442622951,0.8108974358974359,0.9066168623265741,0.8811453268503512,0.9108322324966975,0.8369855692143239,0.9023066485753053,0.7898089171974523,0.870604781997187,0.8528610354223434
0.8733997155049786,0.8305785123966942,0.9262295081967213,0.8135683760683761,0.9332977588046958,0.86709886547812,0.9379128137384413,0.8311063602351684,0.9240162822252375,0.7494692144373672,0.8973277074542897,0.888283378746594
0.9103840682788051,0.8112947658402204,0.8852459016393442,0.7788461538461539,0.9028815368196371,0.8055105348460292,0.9147952443857331,0.7311598075895244,0.9226594301221167,0.6985138004246284,0.8734177215189873,0.8814713896457765
0.8520625889046942,0.8044077134986226,0.9016393442622951,0.8205128205128205,0.9076840981856991,0.8616963803349541,0.8890356671070013,0.8311063602351684,0.9023066485753053,0.7600849256900213,0.8720112517580872,0.8514986376021798
0.8862019914651493,0.8250688705234159,0.9016393442622951,0.811965811965812,0.9124866595517609,0.8627768773635872,0.9022457067371202,0.8391234633885623,0.9077340569877883,0.7600849256900213,0.9057665260196905,0.8596730245231607
