res_orig,res_swap_llm,res_back,res_cont,res_cont_ins,res_spell,res_rand,res_w2v,res_ins_llm,res_spell_llm,res_rand_llm,res_para_llm
0.732574679943101,0.8016528925619835,0.860655737704918,0.8269230769230769,0.8799359658484525,0.8541329011345219,0.8784676354029062,0.8177445216461785,0.8697421981004071,0.7685774946921444,0.870604781997187,0.8596730245231607
0.7724039829302988,0.7837465564738292,0.819672131147541,0.8007478632478633,0.8623265741728922,0.8244192328471097,0.8295904887714664,0.7696419027258151,0.8426051560379919,0.7006369426751592,0.8255977496483825,0.840599455040872
0.7311522048364154,0.7741046831955923,0.8688524590163934,0.8023504273504274,0.8676627534685165,0.8573743922204214,0.8764861294583883,0.811865312667023,0.8629579375848032,0.732484076433121,0.849507735583685,0.8147138964577657
0.8093883357041252,0.7961432506887053,0.9016393442622951,0.8285256410256411,0.9060832443970117,0.86709886547812,0.8910171730515192,0.8113308391234634,0.903663500678426,0.7261146496815286,0.8551336146272855,0.8460490463215259
0.8862019914651493,0.7672176308539945,0.8934426229508197,0.811965811965812,0.8751334044823906,0.7963263101026472,0.8368560105680317,0.7610903260288616,0.8846675712347354,0.6560509554140127,0.8382559774964838,0.8460490463215259
0.8250355618776671,0.7741046831955923,0.8770491803278688,0.813034188034188,0.8826040554962646,0.8303619665045922,0.881770145310436,0.7824692677712454,0.8616010854816825,0.7112526539278131,0.8734177215189873,0.8351498637602179
0.8477951635846372,0.800275482093664,0.9016393442622951,0.8189102564102564,0.9050160085378869,0.8589951377633711,0.8811096433289299,0.7862105825761625,0.9023066485753053,0.6836518046709129,0.8593530239099859,0.8433242506811989
0.8605974395448079,0.7644628099173554,0.9098360655737705,0.8178418803418803,0.9119530416221985,0.8573743922204214,0.9075297225891678,0.7995724211651524,0.9090909090909091,0.7600849256900213,0.8874824191279888,0.8664850136239782
0.6984352773826458,0.7741046831955923,0.8442622950819673,0.7970085470085471,0.8479188900747066,0.8373851971907077,0.8527080581241744,0.8134687332977018,0.8398914518317503,0.8174097664543525,0.8509142053445851,0.8283378746594006
0.7951635846372689,0.7851239669421488,0.8360655737704918,0.8039529914529915,0.8431163287086446,0.8384656942193409,0.8434610303830912,0.7856761090326029,0.8385345997286295,0.7112526539278131,0.8340365682137834,0.7915531335149864
