res_orig,res_swap_llm,res_back,res_cont,res_cont_ins,res_spell,res_rand,res_w2v,res_ins_llm,res_spell_llm,res_rand_llm,res_para_llm
0.8492176386913229,0.7341597796143251,0.8524590163934426,0.7633547008547008,0.8532550693703308,0.8146947595894112,0.8527080581241744,0.7675040085515767,0.8466757123473542,0.7261146496815286,0.8677918424753868,0.840599455040872
0.7453769559032717,0.7658402203856749,0.8524590163934426,0.7638888888888888,0.8297758804695837,0.8336034575904916,0.8619550858652576,0.7830037413148049,0.8317503392130258,0.7600849256900213,0.829817158931083,0.8092643051771117
0.7951635846372689,0.7796143250688705,0.8524590163934426,0.7692307692307693,0.8388473852721452,0.8309022150189087,0.8421400264200792,0.7904863709246392,0.8236092265943012,0.7346072186836518,0.8340365682137834,0.8419618528610354
0.7965860597439545,0.7465564738292011,0.7950819672131147,0.7462606837606838,0.7940234791889007,0.804430037817396,0.7959048877146632,0.757883484767504,0.7774762550881954,0.7409766454352441,0.7988748241912799,0.7901907356948229
0.8534850640113798,0.7465564738292011,0.8360655737704918,0.7585470085470085,0.8377801494130203,0.8119935170178282,0.8137384412153237,0.7680384820951363,0.8154681139755766,0.7154989384288747,0.8185654008438819,0.8242506811989101
0.8662873399715505,0.7327823691460055,0.8360655737704918,0.7483974358974359,0.8372465314834578,0.8055105348460292,0.8143989431968296,0.7557455905932656,0.8263229308005428,0.70276008492569,0.8326300984528833,0.8460490463215259
0.8435277382645804,0.6143250688705234,0.6885245901639344,0.6495726495726496,0.6931696905016008,0.6866558616963804,0.6651254953764861,0.6622127204703367,0.7001356852103121,0.5944798301486199,0.6849507735583685,0.6811989100817438
0.8278805120910384,0.6597796143250688,0.7868852459016393,0.7072649572649573,0.7470651013874067,0.7390599675850892,0.7318361955085865,0.703901656867985,0.7598371777476255,0.6687898089171974,0.7623066104078763,0.7506811989100818
0.7553342816500711,0.7451790633608816,0.7950819672131147,0.7467948717948718,0.8132337246531484,0.8065910318746623,0.808454425363276,0.7562800641368252,0.7842605156037992,0.7367303609341825,0.7960618846694796,0.7833787465940054
0.802275960170697,0.7534435261707989,0.8442622950819673,0.7745726495726496,0.8345784418356457,0.8492706645056726,0.8467635402906208,0.7979690005344735,0.8181818181818182,0.7388535031847133,0.8227848101265823,0.8010899182561307
