res_orig,res_swap_llm,res_back,res_cont,res_cont_ins,res_spell,res_rand,res_w2v,res_ins_llm,res_spell_llm,res_rand_llm,res_para_llm
0.6458036984352774,0.662534435261708,0.6967213114754098,0.6805555555555556,0.7545357524012807,0.6790923824959482,0.7199471598414795,0.6680919294494923,0.7327001356852103,0.6284501061571125,0.7313642756680732,0.7425068119891008
0.7354196301564723,0.6157024793388429,0.6639344262295082,0.6490384615384616,0.7118463180362861,0.6121015667206915,0.6208718626155878,0.6103687867450561,0.6987788331071914,0.6114649681528662,0.7130801687763713,0.7329700272479565
0.6130867709815079,0.6391184573002755,0.6885245901639344,0.6388888888888888,0.7113127001067235,0.6196650459211237,0.6737120211360634,0.6397648316408338,0.7123473541383989,0.6114649681528662,0.7032348804500703,0.7302452316076294
0.7681365576102418,0.6873278236914601,0.7459016393442623,0.6901709401709402,0.7588046958377801,0.690977849810913,0.7159841479524438,0.672367717797969,0.762550881953867,0.6560509554140127,0.7454289732770746,0.7356948228882834
0.5633001422475107,0.6666666666666666,0.7049180327868853,0.6666666666666666,0.7540021344717183,0.6428957320367369,0.6776750330250991,0.6702298236237306,0.7544097693351425,0.643312101910828,0.7426160337552743,0.7561307901907357
0.6059743954480796,0.6763085399449036,0.7786885245901639,0.717948717948718,0.7870864461045891,0.7233927606699082,0.7430647291941875,0.6985569214323891,0.7734056987788331,0.6348195329087049,0.7609001406469761,0.771117166212534
0.6116642958748222,0.6253443526170799,0.6721311475409836,0.6597222222222222,0.7294557097118464,0.6418152350081038,0.6631439894319683,0.6370924639230358,0.7164179104477612,0.5966029723991507,0.7018284106891702,0.7438692098092643
0.8506401137980085,0.6652892561983471,0.6885245901639344,0.6704059829059829,0.7486659551760939,0.6423554835224203,0.6908850726552179,0.6547300908605024,0.7530529172320217,0.6242038216560509,0.7412095639943741,0.7574931880108992
0.5135135135135135,0.6212121212121212,0.6721311475409836,0.6458333333333334,0.7139807897545357,0.6293895191788222,0.6413474240422721,0.6253340459647247,0.7069199457259159,0.5923566878980892,0.6947960618846695,0.717983651226158
0.5362731152204836,0.6253443526170799,0.7377049180327869,0.6581196581196581,0.7187833511205977,0.6547811993517018,0.6862615587846763,0.6397648316408338,0.7123473541383989,0.6348195329087049,0.7116736990154712,0.7029972752043597
